,Artist,Genres,Songs,Popularity,Link
1282,Drowned Men,"['New Wave', ' Indie']",3.0,0.0,/drowned-men/
1283,Nine Inch Nails,"['Industrial', 'Alternative Rock']",165.0,0.0,/nine-inch-nails/
1284,Ministry,['Industrial'],122.0,0.0,/ministry/
1285,Swans,['Industrial'],126.0,0.0,/swans/
1286,O Rei Leão,"[""Children's music"", 'Soundtack']",84.0,3.5,/o-rei-leao/
1287,Pokemon,"[""Children's music"", 'Soundtack']",242.0,2.9,/pokemon/
1288,Barbie (trilha sonora),"[""Children's music"", 'Soundtack']",78.0,1.0,/barbie-e-o-castelo-de-diamantes/
1289,Bob Esponja,"[""Children's music""]",52.0,1.0,/bob-esponja/
1290,Desenhos Animados,"[""Children's music"", 'Soundtack']",66.0,1.1,/desenhos-animados/
1291,Gummy Bear,"[""Children's music""]",8.0,0.6,/gummy-bear/
1292,Tinkerbell (Disney),"['Soundtack', ""Children's music""]",46.0,0.0,/tinkerbell-e-o-resgate-da-fada/
1293,Angélica,"[""Children's music"", 'Romantic', ' Pop']",171.0,1.0,/angelica/
1294,Phineas & Ferb,"['Soundtack', ""Children's music""]",291.0,0.0,/phineas-ferb/
1295,Backyardigans,"[""Children's music""]",131.0,0.0,/backyardigans/
1296,Ben 10,"['Soundtack', ""Children's music""]",2.0,5.1,/ben-10/
1297,Barney e Seus Amigos,"[""Children's music"", ' Heavy Metal', ' Instrumental']",57.0,1.0,/barney-e-seus-amigos/
1298,Rebecca Black,"['Pop', ""Children's music""]",25.0,0.1,/rebecca-black/
1299,Hi-5,"[""Children's music""]",137.0,0.0,/hi5/
1300,The Powerpuff Girls,"[""Children's music"", 'Soundtack']",13.0,0.0,/the-power-puff-girls/
1301,LazyTown,"[""Children's music"", ' Dance', 'Brazilian Funk']",72.0,0.0,/lazy-town/
1302,Rônei Rossi,"[""Children's music""]",43.0,0.0,/ronei-rossi/
1303,Vangelis,"['New Age', ' Instrumental', 'Soundtack']",104.0,1.0,/vangelis/
1304,Kenny G,"['Instrumental', 'Romantic', 'Classic']",74.0,0.0,/kenny-g/
1305,Celtic Woman,"['New Age', ' Instrumental']",102.0,1.6,/celtic-woman/
1306,Ray Conniff,['Instrumental'],62.0,0.0,/ray-conniff/
1307,Steve Vai,['Instrumental'],74.0,0.0,/steve-vai/
1308,Joe Satriani,['Instrumental'],222.0,0.0,/joe-satriani/
1309,Pat Metheny,['Instrumental'],35.0,0.0,/pat-metheny/
1310,Focus,"['Instrumental', 'Progressive Music', 'Alternative Rock']",9.0,0.0,/focus/
1311,Herbie Hancock,"['Jazz', ' Instrumental', ' Funk']",10.0,0.0,/herbie-hancock/
1312,The Ventures,"['Instrumental', ' Surf Music', ' Rock']",4.0,0.0,/the-ventures/
1313,Frank Sinatra,"['Jazz', 'Classic', 'Romantic']",828.0,16.1,/frank-sinatra/
1314,Louis Armstrong,['Jazz'],113.0,6.9,/louis-armstrong/
1315,Sade,"['Jazz', 'Romantic']",71.0,5.5,/sade-adu/
1316,Nat King Cole,['Jazz'],262.0,3.3,/nat-king-cole/
1317,Ella Fitzgerald,['Jazz'],422.0,2.1,/ella-fitzgerald/
1318,Billie Holiday,['Jazz'],296.0,1.4,/billie-holiday/
1319,Diana Krall,['Jazz'],174.0,0.0,/diana-krall/
1320,Jamie Cullum,"['Jazz', ' Pop', ' Blues']",112.0,0.0,/jamie-cullum/
1321,Tony Bennett,"['Jazz', 'Romantic']",132.0,0.0,/tony-bennett/
1322,Tony Bennett & Lady Gaga,['Jazz'],35.0,1.4,/tony-bennett-lady-gaga/
1323,Chet Baker,"['Jazz', ' Blues', ' Folk']",46.0,1.0,/chet-baker/
1324,Al Jarreau,"['Jazz', 'Soul', ' R&B']",84.0,0.0,/al-jarreau/
1325,Miles Davis,['Jazz'],98.0,0.0,/miles-davis/
1326,Etta Jones,"['Jazz', ' Blues']",74.0,0.0,/etta-jones/
1327,Esperanza Spalding,['Jazz'],28.0,0.0,/esperanza-spalding/
1328,Duke Ellington,['Jazz'],35.0,0.0,/duke-ellington/
1329,John Coltrane,['Jazz'],10.0,0.0,/john-coltrane/
1330,George Duke,['Jazz'],17.0,0.0,/george-duke/
1331,Freddie Hubbard,['Jazz'],1.0,0.0,/freddie-hubbard/
1332,Al Di Meola,['Jazz'],9.0,0.0,/al-di-meola/
1333,Wys,['Lo-fi'],11.0,0.0,/wys/
1334,Dreamer Boy,"['R&B', ' Pop', ' Lo-fi']",3.0,0.0,/dreamer-boy/
1335,Sandy,"['Romantic', ' Pop/Rock', ' Pop']",97.0,2.4,/sandy/
1336,Enigma,"['New Age', 'Gothic Rock', ' House']",116.0,1.0,/enigma/
1337,Sandra,['New Age'],122.0,0.5,/sandra/
1338,Mike Oldfield,['New Age'],81.0,0.0,/mike-oldfield/
1339,Yanni,"['New Age', ' Instrumental', 'Classic']",52.0,0.0,/yanni/
1340,Sagrado Coração da Terra,"['New Age', 'Progressive Music', 'Classic']",29.0,0.0,/sagrado-coracao-da-terra/
1341,Fortuna,['New Age'],35.0,0.0,/fortuna/
1342,Corciolli,"['New Age', ' Instrumental', 'Progressive Music']",10.0,0.0,/corciolli/
1343,Kitaro,"['New Age', ' Instrumental']",25.0,0.0,/kitaro/
1344,The Police,"['Rock', ' New Wave', ' Punk Rock']",65.0,14.0,/the-police/
1345,Depeche Mode,"['New Wave', 'Technopop']",194.0,5.9,/depeche-mode/
1346,Duran Duran,"['New Wave', ' Pop', ' Rock']",220.0,4.7,/duran-duran/
1347,INXS,"['Rock', ' Pop/Rock', ' Pop']",146.0,3.4,/inxs/
1348,Blondie,"['New Wave', ' Rock', ' Punk Rock']",149.0,3.0,/blondie/
1349,Berlin,"['New Wave', ' Rock', 'Romantic']",101.0,2.3,/berlin/
1350,Simple Minds,"[' Rock', ' New Wave']",169.0,2.2,/simple-minds/
1351,Joy Division,[' New Wave'],52.0,1.5,/joy-division/
1352,Elvis Costello,"['Pop/Rock', ' Rock', ' New Wave']",524.0,1.0,/elvis-costello/
1353,Spandau Ballet,"['Pop', ' New Wave', ' Pop/Rock']",54.0,0.0,/spandau-ballet/
1354,Talking Heads,"[' New Wave', ' Punk Rock']",93.0,1.0,/talking-heads/
1355,The B-52's,"['New Wave', ' Pop', ' Rock']",77.0,0.0,/the-b-52s/
1356,The Human League,"['New Wave', 'Technopop', ' Pop']",92.0,1.0,/human-league/
1357,The Cars,"['New Wave', ' Pop', ' Pop/Rock']",86.0,0.0,/the-cars/
1358,The Go-Go's,['New Wave'],58.0,0.0,/go-gos/
1359,Devo,['New Wave'],150.0,0.0,/devo/
1360,Real Life,['New Wave'],40.0,0.0,/real-life/
1361,A Flock of Seagulls,"['New Wave', 'Technopop', ' Rock']",46.0,0.0,/a-flock-of-seagulls/
1362,Gary Numan,"['New Wave', 'Technopop']",242.0,0.0,/gary-numan-11/
1363,Japan,"['Technopop', ' New Wave']",41.0,0.0,/japan/
1364,The Associates,"['New Wave', 'Technopop']",39.0,0.0,/associates/
1365,Kajagoogoo,"['Technopop', ' New Wave']",17.0,0.0,/kajagoogoo/
1366,The Fray,"[' Pop/Rock', 'Alternative Rock']",72.0,2.1,/the-fray/
1367,Thirteen Senses,"[' Indie', ' Rock']",46.0,0.0,/thirteen-senses/
1368,Ben Folds,"['Romantic', ' Soft Rock']",72.0,0.0,/ben-folds/
1369,Ben Folds Five,['Alternative Rock'],97.0,0.0,/ben-folds-five/
1370,Something Corporate,"[' Pop/Rock', ' Punk Rock']",62.0,0.0,/something-corporate/
1371,Adele,"['Soul', ' Pop', ' R&B']",80.0,119.3,/adele/
1372,Pink,"['Pop/Rock', ' Pop']",187.0,84.4,/pink/
1373,Maroon 5,"['Pop', ' Rock', ' Pop/Rock']",168.0,64.0,/maroon-5/
1374,Elton John,"['Soft Rock', 'Romantic', ' Pop/Rock']",651.0,44.7,/elton-john/
1375,Avril Lavigne,"['Alternative Rock', ' Rock', ' Pop/Punk']",175.0,27.0,/avril-lavigne/
1376,Christina Perri,"['Romantic', ' Pop/Rock', ' Pop']",77.0,52.3,/christina-perri/
1377,Shawn Mendes,['Pop'],94.0,31.9,/shawn-mendes/
1378,Céline Dion,"['Soundtack', ' Pop', 'Romantic']",401.0,12.5,/celine-dion/
1379,James Arthur,"['Pop', 'Soul']",124.0,21.5,/james-arthur/
1380,a-ha,"['Pop', 'Technopop', ' Pop/Rock']",146.0,12.8,/a-ha/
1381,Roxette,"['Pop', ' Pop/Rock', ' Rock']",211.0,11.0,/roxette/
1382,RBD,"['Pop/Rock', 'Romantic', ' Pop']",153.0,6.9,/rbd/
1383,Tears For Fears,"['Pop', ' Pop/Rock']",98.0,15.7,/tears-for-fears/
1384,Rag'n'Bone Man,"['Pop', 'Soul']",59.0,10.9,/ragnbone-man/
1385,Laura Pausini,"['Romantic', ' Pop', ' Pop/Rock']",415.0,7.2,/laura-pausini/
1386,Colbie Caillat,"['Pop', 'Romantic', ' Surf Music']",103.0,9.7,/colbie-caillat/
1387,Kelly Clarkson,"['Pop/Rock', 'Romantic', ' Pop']",241.0,9.2,/kelly-clarkson/
1388,Christina Aguilera,"['Pop', ' R&B', ' Dance']",231.0,7.7,/christina-aguilera/
1389,Tiago Iorc,"['Pop', 'Romantic', ' Pop/Rock']",82.0,8.6,/tiago-iorc/
1390,Meghan Trainor,['Pop'],109.0,8.7,/meghan-trainor/
1391,George Michael,"['Pop', ' Rock']",129.0,7.5,/george-michael/
1392,Jota Quest,"['Pop/Rock', ' Pop', ' Rock']",159.0,5.6,/jota-quest/
1393,Simply Red,"['Pop/Rock', ' R&B', 'Soul']",136.0,6.4,/simply-red/
1394,Tina Turner,"['Pop', 'Soul']",148.0,6.3,/tina-turner/
1395,Camila Cabello,['Pop'],82.0,46.0,/camila-cabello/
1396,Robbie Williams,"['Pop/Rock', ' Pop']",317.0,7.3,/robbie-williams/
1397,Tracy Chapman,['Pop'],97.0,6.3,/tracy-chapman/
1398,Sandy & Junior,"['Romantic', ' Pop/Rock', ' Pop']",202.0,4.5,/sandy-junior/
1399,Skank,"['Pop/Rock', ' Rock', ' Pop']",141.0,3.9,/skank/
1400,Seal,"['Pop', 'Soul']",154.0,4.3,/seal/
1401,Little Mix,"['Pop', ' Dance']",149.0,3.8,/little-mix/
1402,Lifehouse,"['Rock', ' Pop/Rock', ' Pop']",148.0,4.6,/lifehouse/
1403,Supertramp,"['Progressive Music', ' Pop']",106.0,3.3,/supertramp/
1404,Joan Osborne,['Pop'],121.0,3.5,/joan-osborne/
1405,Fifth Harmony,['Pop'],133.0,3.5,/fifth-harmony/
1406,Spice Girls,"['Pop', ' Dance']",77.0,3.1,/spice-girls/
1407,Take That,['Pop'],140.0,3.2,/take-that/
1408,Joss Stone,"['Soul', ' Pop', ' R&B']",152.0,3.1,/joss-stone/
1409,Tiziano Ferro,"['Romantic', ' Pop']",196.0,2.3,/tiziano-ferro/
1410,"LSD (Labrinth, Sia & Diplo)",['Pop'],10.0,2.8,/lsd-labrinth-sia-diplo/
1411,Glee,"['Soundtack', ' Pop/Rock', ' Pop']",691.0,3.0,/glee/
1412,Becky G,['Pop'],96.0,3.2,/becky-g/
1413,James Morrison,"['Pop/Rock', 'Romantic', ' Pop']",89.0,3.0,/james-morrison/
1414,Cat Stevens,"['Soft Rock', ' Pop']",165.0,2.6,/cat-stevens/
1415,Genesis,"['Progressive Music', ' Pop']",202.0,2.4,/genesis/
1416,Lily Allen,"['Pop', ' Pop/Rock']",96.0,2.8,/lily-allen/
1417,McFly,"['Pop/Rock', ' Pop', ' Rock']",185.0,1.6,/mcfly/
1418,Hanson,"['Pop', ' Pop/Rock']",245.0,2.2,/hanson/
1419,Dionne Warwick,"['Soul', ' Pop', 'Romantic']",98.0,2.4,/dionne-warwick/
1420,Niall Horan,"['Pop', ' Pop/Rock', 'Romantic']",37.0,2.3,/niall-horan/
1421,Manu Gavassi,"['Pop/Rock', ' Pop']",77.0,1.6,/manu-gavassi/
1422,Gwen Stefani,"['Pop/Rock', ' Pop']",82.0,2.0,/gwen-stefani/
1423,Leona Lewis,"['R&B', ' Pop/Rock', ' Pop']",114.0,2.1,/leona-lewis/
1424,KLB,"['Pop', 'Romantic', ' Pop/Rock']",129.0,1.4,/klb/
1425,Rita Ora,"['Pop', ' R&B', ' Dance']",67.0,2.4,/rita-ora/
1426,Westlife,"['Pop', 'Romantic']",241.0,1.5,/westlife/
1427,Crowded House,"['Pop', ' Rock']",95.0,2.2,/crowded-house/
1428,Erasure,"['Pop', 'Technopop']",217.0,1.8,/erasure/
1429,Vanessa Carlton,"['Pop/Rock', ' Pop', ' Rock']",85.0,1.9,/vanessa-carlton/
1430,Christopher Cross,['Pop'],67.0,1.6,/christopher-cross/
1431,Bread,"['Soft Rock', ' Pop']",100.0,1.4,/bread/
1432,The Corrs,"['Pop', ' Pop/Rock']",149.0,1.4,/the-corrs/
1433,Paulo Ricardo,"['Pop', 'Romantic']",146.0,1.2,/paulo-ricardo/
1434,Sara Bareilles,"['Pop', 'Romantic']",123.0,1.5,/sara-bareilles/
1435,New Kids On The Block,['Pop'],107.0,1.2,/new-kids-on-the-block/
1436,JoJo,"['Pop', ' R&B', 'Romantic']",198.0,1.4,/jojo/
1437,Mandy Moore,"['Romantic', ' Pop', 'Soundtack']",125.0,1.0,/mandy-moore/
1438,*NSYNC,['Pop'],116.0,1.5,/nsync/
1439,Manu Chao,[' Pop'],109.0,1.3,/manu-chao/
1440,Andy Grammer,"['Pop', ' Pop/Rock']",64.0,1.4,/andy-grammer/
1441,Nick Jonas,"['Pop/Rock', 'Romantic', ' Pop']",106.0,1.0,/nick-jonas/
1442,Mike Posner,['Pop'],124.0,1.1,/mike-posner/
1443,Carole King,"['Soft Rock', ' Pop/Rock', ' Pop']",144.0,1.0,/carole-king/
1444,Maurício Manieri,"['Pop', 'Romantic']",71.0,1.4,/mauricio-manieri/
1445,Cine,"['Pop', ' Pop/Rock', 'Technopop']",65.0,1.0,/cine/
1446,Jordin Sparks,"['Pop', 'Romantic', ' R&B']",86.0,0.0,/jordin-sparks/
1447,Violetta,"['Soundtack', ' Pop', 'Romantic']",99.0,1.0,/violetta/
1448,He Is We,"['Romantic', ' Pop']",30.0,2.4,/he-is-we/
1449,Adam Lambert,"['Pop', ' Pop/Rock', 'Romantic']",124.0,1.0,/adam-lambert/
1450,Big Time Rush,"['Soundtack', ' Pop/Rock', ' Pop']",91.0,0.0,/big-time-rush/
1451,Restart,"['Pop', ' Pop/Rock', 'Romantic']",62.0,0.0,/restart/
1452,Janet Jackson,"['Pop', ' R&B']",235.0,1.0,/janet-jackson/
1453,Mika,"['Pop/Rock', ' Pop']",120.0,0.0,/mika/
1454,Reik,"['Pop', 'Romantic', ' Pop/Rock']",112.0,0.0,/reik/
1455,Austin Mahone,['Pop'],92.0,0.3,/austin-mahone/
1456,Five,"['Pop', ' Pop/Rock', ' Rap']",87.0,0.0,/five/
1457,The Ronettes,['Pop'],29.0,0.3,/the-ronettes/
1458,Natasha Bedingfield,"['Pop/Rock', ' Pop']",90.0,1.0,/natasha-bedingfield/
1459,Marjorie Estiano,"['Pop/Rock', ' Pop', 'Romantic']",58.0,0.0,/marjorie-estiano/
1460,Blue,"['Pop', 'Romantic', ' Pop/Rock']",84.0,0.0,/blue/
1461,Melanie C,['Pop'],153.0,1.0,/melanie-c/
1462,Nancy Sinatra,"['Pop', ' Country', ' Jazz']",52.0,0.0,/nancy-sinatra/
1463,Danni Carlos,"['Pop', ' Rock', ' Pop/Rock']",64.0,0.0,/danni-carlos/
1464,The Supremes,"['Soul', ' Pop']",239.0,0.3,/supremes/
1465,Belinda,"['Pop', ' Pop/Rock', ' Dance']",114.0,0.0,/belinda/
1466,Frankie Goes To Hollywood,"['Pop', ' New Wave', ' New Age']",30.0,0.0,/frankie-goes-to-hollywood/
1467,Alvin & The Chipmunks,"['Pop', ' Pop/Rock', 'Soundtack']",71.0,0.0,/alvin-the-chipmunks/
1468,Robyn,['Pop'],93.0,1.0,/robyn/
1469,Sugababes,['Pop'],136.0,0.0,/sugababes/
1470,Olly Murs,['Pop'],110.0,0.0,/olly-murs/
1471,Duffy,"['Pop', 'Soul', ' Jazz']",38.0,0.0,/duffy/
1472,David Archuleta,"['Pop', 'Romantic']",147.0,0.0,/david-archuleta/
1473,Jesse McCartney,"['Pop/Rock', ' Pop', 'Romantic']",112.0,0.0,/jesse-mccartney/
1474,Nick Carter,"['Pop', ' Pop/Rock', 'Romantic']",61.0,0.0,/nick-carter/
1475,Jessica Simpson,['Pop'],95.0,0.0,/jessica-simpson/
1476,Neil Sedaka,['Pop'],73.0,0.0,/neil-sedaka/
1477,Bridgit Mendler,"['Pop', ' Pop/Rock', 'Soundtack']",52.0,0.0,/bridgit-mendler/
1478,Drake Bell,"['Pop', ' Pop/Rock', ' Rock']",107.0,0.5,/drake-bell/
1479,Madness,"['Pop', ' Ska', ' New Wave']",141.0,0.0,/madness/
1480,Conor Maynard,['Pop'],60.0,0.0,/conor-maynard/
1481,Cassie,"['Pop', ' R&B', ' Hip Hop']",69.0,0.0,/cassie/
1482,Dan Torres,"['Soul', ' Rock', ' Pop']",40.0,0.0,/dan/
1483,Cheryl,"['Pop', ' Dance', 'Romantic']",67.0,0.0,/cheryl/
1484,Paula Abdul,['Pop'],47.0,0.0,/paula-abdul/
1485,Kerli,"['Pop/Rock', ' Pop', ' Rock']",131.0,0.0,/kerli/
1486,Paulina Rubio,['Pop'],143.0,0.0,/paulina-rubio/
1487,Fiuk,"['Pop', ' Pop/Rock', 'Romantic']",31.0,1.6,/fiuk/
1488,Double,"['Pop', ' Jazz', ' Folk']",2.0,0.0,/double-suica/
1489,Mýa,"['R&B', ' Pop', ' Hip Hop']",177.0,0.0,/ma/
1490,Cleo,"['Pop/Rock', ' Pop']",13.0,0.0,/cleo/
1491,O-Town,"['Pop', ' R&B', ' Pop/Rock']",55.0,0.0,/o-town/
1492,Camilly Victória,"['Pop', ' R&B']",3.0,1.5,/camilly-victoria/
1493,Greyson Chance,"['Pop', 'Romantic']",62.0,0.0,/greyson-chance/
1494,Jasmine Villegas,"['Pop', ' R&B', ' Dance']",54.0,0.0,/jasmine-villegas/
1495,Paris Hilton,['Pop'],31.0,0.0,/paris-hilton/
1496,Cash Cash,"['Pop', ' Pop/Rock', 'Technopop']",64.0,0.0,/cash-cash/
1497,Sonohra,"['Pop/Rock', ' Pop', 'Romantic']",66.0,0.0,/sonohra/
1498,Rick Springfield,['Pop'],22.0,0.0,/rick-springfield/
1499,Charice,"['Pop', 'Romantic', ' R&B']",75.0,0.0,/charice/
1500,Thais Moreira,"['R&B', ' Pop']",12.0,0.0,/thais-moreira/
1501,Christina Grimmie,"['Pop', ' Pop/Rock', 'Romantic']",54.0,0.0,/christina-grimmie/
1502,Joe Jonas,"['Pop/Rock', ' Pop', ' Dance']",16.0,0.0,/joe-jonas/
1503,Raven-Symoné,['Pop'],66.0,0.0,/raven-symone/
1504,The Naked Brothers Band/Nat and Alex Wolff,"['Pop/Rock', ' Rock', ' Pop']",76.0,0.0,/the-naked-brothers-band/
1505,Christian Chávez,"['Pop', 'Romantic', ' Pop/Rock']",35.0,0.0,/jose-christian-chavez/
1506,Oceans,['Pop'],3.0,0.0,/oceans/
1507,Matthew Morrison,"['Pop', 'Romantic', ' Blues']",24.0,0.0,/matthew-morrison/
1508,Geri Halliwell,['Pop'],62.0,0.0,/geri-halliwell/
1509,A..R. Rahman,"[' Pop', ' Indie']",61.0,0.0,/a-r-rahman/
1510,Burlesque,"['Pop', 'Soundtack', ' Dance']",10.0,0.0,/burlesque-trilha-sonora/
1511,Cimorelli,['Pop'],119.0,0.0,/cimorelli/
1512,Cheetah Girls,"['Pop', 'Soundtack', ' Dance']",69.0,0.0,/the-cheetah-girls/
1513,Leighton Meester,"['Pop', ' Dance', ' Pop/Rock']",32.0,0.0,/leighton-meester/
1514,High School Musical - A Seleção,"['Pop', 'Soundtack', ' Dance']",23.0,0.0,/high-school-musical-a-selecao/
1515,Jordan Knight,"['Pop', 'Brazilian Funk', 'Romantic']",38.0,0.0,/jordan-knight/
1516,Anggun,"['Pop', ' Pop/Rock']",67.0,0.0,/anggun/
1517,SuperHeavy,"['Alternative Rock', ' Pop', ' Reggae']",13.0,0.0,/superheavy/
1518,Diane Warren,"['Pop/Rock', ' Pop']",14.0,0.1,/diane-warren/
1519,Mariana Rios,"['Pop', 'Romantic']",36.0,0.0,/mariana-rios/
1520,Sterling Knight,"['Pop', ' Pop/Rock', 'Romantic']",10.0,0.0,/sterling-knight/
1521,Ana Lélia,"['Pop/Rock', ' Pop']",16.0,0.0,/ana-lelia/
1522,The Ready Set,"['Pop/Rock', ' Pop', 'Alternative Rock']",72.0,0.0,/the-ready-set/
1523,Goldfrapp,"['Pop', ' Electronica', ' Dance']",84.0,0.0,/goldfrapp/
1524,Victoria Beckham,['Pop'],38.0,0.0,/victoria-beckham/
1525,Corbin Bleu,"['Pop', ' R&B', ' Hip Hop']",34.0,0.0,/corbin-bleu/
1526,Forever In Your Mind,['Pop'],24.0,0.0,/forever-in-your-mind/
1527,Mitchel Musso,"['Pop/Rock', ' Pop', ' Rock']",44.0,0.0,/mitchel-musso/
1528,Anne-M,['Pop'],8.0,0.0,/anne-m/
1529,KHarlles,"['R&B', ' Pop', ' House']",102.0,0.0,/kharlles/
1530,Deborah Campioni,['Pop'],9.0,0.0,/deborah-campioni/
1531,Bruna Rocha,"['Romantic', ' Pop']",17.0,0.0,/bruna-rocha/
1532,Kirby,"['R&B', 'Soul', ' Pop']",1.0,0.0,/kirby/
1533,Jamie Lynn Spears,['Pop'],18.0,0.0,/jamie-lynn-spears/
1534,Bow Wow Wow,"['Pop', ' Pop/Rock']",20.0,0.0,/bow-wow-wow/
1535,Natalie La Rose,"['R&B', ' Pop']",3.0,0.0,/natalie-la-rose/
1536,US5,"['Pop', ' Dance', ' Hip Hop']",42.0,0.0,/us5/
1537,Allstar Weekend,"['Pop/Rock', ' Pop', ' Dance']",36.0,0.0,/allstar-weekend/
1538,Mattheus Máximo,['Pop'],62.0,0.0,/mattheus-maximo/
1539,Sebah,['Pop'],19.0,0.0,/sebah/
1540,Natasha Leáh,"['R&B', ' Pop']",27.0,0.0,/natasha-leah/
1541,Dima Bilan,['Pop'],65.0,0.0,/dima-bilan/
1542,Art of Noise,"['Technopop', ' Pop', ' Blues']",19.0,0.0,/art-of-noise/
1543,Lene Alexandra,['Pop'],4.0,0.0,/lene-alexandra/
1544,Paramore,"['Alternative Rock', ' Rock', ' Pop/Rock']",115.0,10.4,/paramore/
1545,blink-182,"['Punk Rock', ' Pop/Punk', ' Rock']",190.0,6.9,/blink-182/
1546,Panic! At The Disco,"['Alternative Rock', ' Pop/Punk', ' Pop/Rock']",112.0,5.2,/panic-at-the-disco/
1547,Simple Plan,"['Pop/Rock', ' Pop/Punk', ' Rock']",105.0,4.5,/simple-plan/
1548,Fall Out Boy,"['Pop/Rock', ' Rock', ' Pop/Punk']",148.0,1.9,/fall-out-boy/
1549,Nx Zero,"['Alternative Rock', 'Romantic', ' Rock']",122.0,5.6,/nxzero/
1550,Plain White T's,"['Pop/Punk', ' Pop/Rock', 'Alternative Rock']",109.0,1.0,/plain-white-ts/
1551,All Time Low,"['Pop/Punk', ' Pop/Rock', ' Rock']",137.0,1.0,/all-time-low/
1552,Sum 41,"['Punk Rock', ' Pop/Punk', ' Rock']",115.0,0.0,/sum-41/
1553,Yellowcard,"['Punk Rock', ' Pop/Punk', ' Rock']",135.0,0.0,/yellowcard/
1554,Millencolin,"['Punk Rock', ' Pop/Punk', ' Hardcore']",149.0,0.0,/millencolin/
1555,The All-American Rejects,"['Pop/Punk', ' Rock', ' Pop/Rock']",77.0,0.0,/the-all-american-rejects/
1556,Good Charlotte,"['Punk Rock', ' Pop/Punk', ' Rock']",128.0,0.2,/good-charlotte/
1557,Angels and Airwaves,['Pop/Punk'],80.0,0.0,/angels-and-airwaves/
1558,Boys Like Girls,"['Pop/Punk', ' Pop/Rock', 'Alternative Rock']",45.0,0.0,/boys-like-girls/
1559,Relient K,"['Pop/Punk', 'Gospel', ' Rock']",183.0,1.0,/relient-k/
1560,New Found Glory,"['Pop/Punk', ' Punk Rock']",205.0,0.0,/new-found-glory/
1561,+44,"['Pop/Punk', ' Punk Rock', ' Rock']",15.0,0.0,/44/
1562,Box Car Racer,"['Pop/Punk', ' Punk Rock', ' Rock']",14.0,0.0,/box-car-racer/
1563,"We, The Kings","['Pop/Punk', ' Pop/Rock', ' Rock']",71.0,0.0,/we-the-kings/
1564,Bowling For Soup,"['Pop/Punk', ' Punk Rock', ' Rock']",168.0,0.0,/bowling-for-soup/
1565,one:day:life,['Pop/Punk'],12.0,0.0,/onedaylife/
1566,Son Of Dork,"['Pop/Punk', ' Pop/Rock', ' Emocore']",21.0,0.0,/son-of-dork/
1567,Phil Collins,"['Soft Rock', 'Romantic', ' Pop/Rock']",147.0,51.9,/phil-collins/
1568,Jason Mraz,"['Romantic', ' Surf Music', ' Pop/Rock']",230.0,35.6,/jason-mraz/
1569,U2,"['Rock', ' Pop/Rock']",358.0,37.4,/u2/
1570,Charlie Brown Jr,"['Pop/Rock', ' Rap', ' Rock']",208.0,20.6,/charlie-brown-jr/
1571,The Cranberries,"['Pop/Rock', ' Rock', 'Alternative Rock']",136.0,16.3,/the-cranberries/
1572,Nickelback,"['Alternative Rock', ' Rock', 'Romantic']",116.0,13.3,/nickelback/
1573,OneRepublic,"['Alternative Rock', ' Pop/Rock', ' Rock']",104.0,12.1,/onerepublic/
1574,Alanis Morissette,"['Pop/Rock', ' Rock']",198.0,8.6,/alanis-morissette/
1575,Paul McCartney,"['Rock', ' Pop/Rock']",482.0,6.6,/paul-mccartney/
1576,Lenny Kravitz,"['Rock', ' Pop/Rock', 'Soul']",191.0,6.0,/lenny-kravitz/
1577,Capital Inicial,"['Pop/Rock', ' Rock']",197.0,3.5,/capital-inicial/
1578,Titãs,"['Pop/Rock', ' Rock']",228.0,4.2,/titas/
1579,Pitty,"['Alternative Rock', ' Rock', ' Pop/Rock']",123.0,4.4,/pitty/
1580,Goo Goo Dolls,"['Pop/Rock', ' Rock', 'Romantic']",179.0,5.9,/goo-goo-dolls/
1581,Mamonas Assassinas,"['Alternative Rock', ' Pop/Rock', ' Rock']",23.0,6.7,/mamonas-assassinas/
1582,Boyce Avenue,"['Pop/Rock', 'Romantic']",218.0,2.4,/boyce-avenue/
1583,Freddie Mercury,"['Pop/Rock', ' Rock', ' Hard Rock']",134.0,4.0,/freddie-mercury/
1584,Saga Crepúsculo,"['Soundtack', ' Rock', ' Pop/Rock']",81.0,4.8,/crepusculo-trilha-sonora/
1585,Snow Patrol,"['Alternative Rock', ' Pop/Rock', ' Rock']",147.0,4.4,/snow-patrol/
1586,Train,"['Pop/Rock', 'Alternative Rock', ' Rock']",121.0,4.6,/train/
1587,The Calling,"['Pop/Rock', ' Rock', 'Romantic']",46.0,4.2,/the-calling/
1588,Hoobastank,"['Rock', ' Pop/Rock']",122.0,4.0,/hoobastank/
1589,Alejandro Sanz,"['Romantic', ' Pop/Rock']",192.0,3.0,/alejandro-sanz/
1590,5 Seconds Of Summer,"['Pop/Rock', ' Pop/Punk']",122.0,5.0,/5-seconds-of-summer/
1591,Sixpence None The Richer,['Pop/Rock'],101.0,2.5,/sixpence-none-the-richer/
1592,The Script,"['Pop/Rock', 'Alternative Rock']",68.0,2.0,/the-script/
1593,Natalie Imbruglia,['Pop/Rock'],102.0,2.1,/natalie-imbruglia/
1594,Biquini Cavadão,"['Rock', ' Pop/Rock']",176.0,1.6,/biquini-cavadao/
1595,RPM,"['Rock', ' Pop/Rock']",64.0,1.5,/rpm/
